Decentralized,5,0.39269908169872414,0,0,11,12
Decentralized,5,0.39269908169872414,1,0,18,23
Decentralized,5,0.39269908169872414,2,0,0,3
Decentralized,5,0.39269908169872414,3,0,20,23
Decentralized,5,0.39269908169872414,4,0,6,7
Decentralized,5,0.39269908169872414,0,1,12,12
Decentralized,5,0.39269908169872414,1,1,19,23
Decentralized,5,0.39269908169872414,2,1,1,3
Decentralized,5,0.39269908169872414,3,1,21,23
Decentralized,5,0.39269908169872414,4,1,7,7
Decentralized,5,0.39269908169872414,0,2,13,12
Decentralized,5,0.39269908169872414,1,2,20,23
Decentralized,5,0.39269908169872414,2,2,2,3
Decentralized,5,0.39269908169872414,3,2,22,23
Decentralized,5,0.39269908169872414,4,2,8,7
Decentralized,5,0.39269908169872414,0,3,14,12
Decentralized,5,0.39269908169872414,1,3,21,23
Decentralized,5,0.39269908169872414,2,3,3,3
Decentralized,5,0.39269908169872414,3,3,23,23
Decentralized,5,0.39269908169872414,4,3,8,8
Decentralized,5,0.39269908169872414,0,4,15,12
Decentralized,5,0.39269908169872414,1,4,22,23
Decentralized,5,0.39269908169872414,2,4,4,3
Decentralized,5,0.39269908169872414,3,4,24,23
Decentralized,5,0.39269908169872414,4,4,9,8
Decentralized,5,0.39269908169872414,0,5,16,12
Decentralized,5,0.39269908169872414,1,5,23,23
Decentralized,5,0.39269908169872414,2,5,5,3
Decentralized,5,0.39269908169872414,3,5,25,23
Decentralized,5,0.39269908169872414,4,5,9,9
Decentralized,5,0.39269908169872414,0,6,17,12
Decentralized,5,0.39269908169872414,1,6,24,23
Decentralized,5,0.39269908169872414,2,6,6,3
Decentralized,5,0.39269908169872414,3,6,26,23
Decentralized,5,0.39269908169872414,4,6,10,9
Decentralized,5,0.39269908169872414,0,7,17,13
Decentralized,5,0.39269908169872414,1,7,25,23
Decentralized,5,0.39269908169872414,2,7,7,3
Decentralized,5,0.39269908169872414,3,7,27,23
Decentralized,5,0.39269908169872414,4,7,11,9
Decentralized,5,0.39269908169872414,0,8,18,13
Decentralized,5,0.39269908169872414,1,8,26,23
Decentralized,5,0.39269908169872414,2,8,8,3
Decentralized,5,0.39269908169872414,3,8,28,23
Decentralized,5,0.39269908169872414,4,8,12,9
Decentralized,5,0.39269908169872414,0,9,19,13
Decentralized,5,0.39269908169872414,1,9,27,23
Decentralized,5,0.39269908169872414,2,9,9,3
Decentralized,5,0.39269908169872414,3,9,29,23
Decentralized,5,0.39269908169872414,4,9,13,9
Decentralized,5,0.39269908169872414,0,10,20,13
Decentralized,5,0.39269908169872414,1,10,28,23
Decentralized,5,0.39269908169872414,2,10,9,2
Decentralized,5,0.39269908169872414,3,10,30,23
Decentralized,5,0.39269908169872414,4,10,13,8
Decentralized,5,0.39269908169872414,0,11,21,13
Decentralized,5,0.39269908169872414,1,11,29,23
Decentralized,5,0.39269908169872414,2,11,10,2
Decentralized,5,0.39269908169872414,3,11,31,23
Decentralized,5,0.39269908169872414,4,11,14,8
Decentralized,5,0.39269908169872414,0,12,22,13
Decentralized,5,0.39269908169872414,1,12,30,23
Decentralized,5,0.39269908169872414,2,12,10,1
Decentralized,5,0.39269908169872414,3,12,32,23
Decentralized,5,0.39269908169872414,4,12,15,8
Decentralized,5,0.39269908169872414,0,13,23,13
Decentralized,5,0.39269908169872414,1,13,31,23
Decentralized,5,0.39269908169872414,2,13,10,2
Decentralized,5,0.39269908169872414,3,13,33,23
Decentralized,5,0.39269908169872414,4,13,15,7
Decentralized,5,0.39269908169872414,0,14,24,13
Decentralized,5,0.39269908169872414,1,14,32,23
Decentralized,5,0.39269908169872414,2,14,10,1
Decentralized,5,0.39269908169872414,3,14,34,23
Decentralized,5,0.39269908169872414,4,14,16,7
Decentralized,5,0.39269908169872414,0,15,25,13
Decentralized,5,0.39269908169872414,1,15,33,23
Decentralized,5,0.39269908169872414,2,15,10,2
Decentralized,5,0.39269908169872414,3,15,35,23
Decentralized,5,0.39269908169872414,4,15,17,7
Decentralized,5,0.39269908169872414,0,16,26,13
Decentralized,5,0.39269908169872414,1,16,34,23
Decentralized,5,0.39269908169872414,2,16,10,1
Decentralized,5,0.39269908169872414,3,16,36,23
Decentralized,5,0.39269908169872414,4,16,18,7
Decentralized,5,0.39269908169872414,0,17,27,13
Decentralized,5,0.39269908169872414,1,17,35,23
Decentralized,5,0.39269908169872414,2,17,10,0
Decentralized,5,0.39269908169872414,3,17,37,23
Decentralized,5,0.39269908169872414,4,17,18,6
Decentralized,5,0.39269908169872414,0,18,28,13
Decentralized,5,0.39269908169872414,1,18,36,23
Decentralized,5,0.39269908169872414,2,18,11,0
Decentralized,5,0.39269908169872414,3,18,38,23
Decentralized,5,0.39269908169872414,4,18,19,6
Decentralized,5,0.39269908169872414,0,19,29,13
Decentralized,5,0.39269908169872414,1,19,37,23
Decentralized,5,0.39269908169872414,2,19,12,0
Decentralized,5,0.39269908169872414,3,19,39,23
Decentralized,5,0.39269908169872414,4,19,20,6
Decentralized,5,0.39269908169872414,0,20,30,13
Decentralized,5,0.39269908169872414,1,20,38,23
Decentralized,5,0.39269908169872414,2,20,13,0
Decentralized,5,0.39269908169872414,3,20,40,23
Decentralized,5,0.39269908169872414,4,20,21,6
Decentralized,5,0.39269908169872414,0,21,31,13
Decentralized,5,0.39269908169872414,1,21,39,23
Decentralized,5,0.39269908169872414,2,21,14,0
